DATE,PRCP,SNWD,TAVG,TMAX,TMIN
2017-03-11,0.055000000000000014,0.0,49.142857142857146,52.0,44.0
2017-03-12,0.042631578947368416,0.0,47.80952380952381,52.875,42.92307692307692
2017-03-13,0.05900000000000001,0.0,47.523809523809526,54.3125,39.06666666666667
2017-03-14,0.024,0.0,49.23809523809524,53.2,42.92857142857143
2017-03-15,0.037222222222222226,0.0,48.04761904761905,51.8,40.72222222222222
2017-03-16,0.06555555555555556,0.0,46.476190476190474,49.36363636363637,42.46153846153846
2017-03-17,0.1085,0.0,43.666666666666664,50.916666666666664,37.64705882352941
2017-03-18,0.16833333333333333,0.0,48.095238095238095,51.5,41.6875
2017-03-19,0.12555555555555556,0.0,49.42857142857143,50.90909090909091,45.416666666666664
2017-03-20,0.0955,0.0,45.80952380952381,47.083333333333336,41.0
2017-03-21,0.15400000000000003,0.0,40.476190476190474,44.55555555555556,35.6
2017-03-22,0.13999999999999996,0.0,40.476190476190474,47.2,33.625
2017-03-23,0.10800000000000001,0.0,42.333333333333336,51.9,34.666666666666664
2017-03-24,0.011111111111111112,0.0,44.80952380952381,59.25,36.75
2017-03-25,0.007333333333333333,0.0,46.61904761904762,54.888888888888886,36.5625
2017-03-26,0.0013333333333333333,0.0,46.857142857142854,53.875,36.875
2017-03-27,0.0025,0.0,46.095238095238095,50.5,37.411764705882355
2017-03-28,0.044375000000000005,0.0,46.523809523809526,51.625,40.69230769230769
2017-03-29,0.14277777777777778,0.0,49.80952380952381,56.0,43.93333333333333
2017-03-30,0.19894736842105262,0.0,53.57142857142857,53.5,47.473684210526315
2017-03-31,0.16450000000000004,0.0,51.904761904761905,55.2,47.6
2017-04-01,0.12052631578947369,0.0,49.285714285714285,53.25,44.6
2017-04-02,0.026842105263157896,0.0,47.666666666666664,53.125,39.1875
2017-04-03,0.03947368421052632,0.0,48.61904761904762,52.90909090909091,40.294117647058826
2017-04-04,0.041500000000000016,0.0,48.523809523809526,51.8,42.92857142857143
2017-04-05,0.008,0.0,47.42857142857143,53.75,40.9375
2017-04-06,0.010588235294117647,0.0,48.04761904761905,53.888888888888886,39.31578947368421
2017-04-07,0.006875,0.0,48.04761904761905,58.125,41.0
2017-04-08,0.004375,0.0,49.76190476190476,56.375,38.1875
2017-04-09,0.03733333333333333,0.0,50.80952380952381,52.0,41.13333333333333
2017-04-10,0.078125,0.0,46.76190476190476,52.875,41.0
2017-04-11,0.074375,0.0,47.95238095238095,52.5,39.611111111111114
2017-04-12,0.04411764705882353,0.0,48.38095238095238,52.166666666666664,42.57142857142857
2017-04-13,0.01882352941176471,0.0,46.666666666666664,51.625,40.666666666666664
2017-04-14,0.06999999999999999,0.0,47.523809523809526,51.22222222222222,41.333333333333336
2017-04-15,0.0475,0.0,46.38095238095238,50.22222222222222,39.42857142857143
2017-04-16,0.03842105263157895,0.0,45.857142857142854,49.375,40.0
2017-04-17,0.053000000000000005,0.0,44.61904761904762,50.25,38.1
2017-04-18,0.0155,0.0,43.61904761904762,53.375,34.294117647058826
2017-04-19,0.013888888888888888,0.0,47.57142857142857,56.375,39.388888888888886
2017-04-20,0.02578947368421053,0.0,50.523809523809526,53.77777777777778,43.06666666666667
2017-04-21,0.025555555555555554,0.0,49.476190476190474,50.666666666666664,45.07142857142857
2017-04-22,0.02722222222222222,0.0,46.42857142857143,53.125,39.27272727272727
2017-04-23,0.07588235294117648,0.0,46.80952380952381,49.4,37.833333333333336
2017-04-24,0.10722222222222225,0.05714285714285715,43.80952380952381,47.333333333333336,38.63636363636363
2017-04-25,0.11611111111111112,0.0,40.857142857142854,48.0,33.77777777777778
2017-04-26,0.0485,0.0,41.857142857142854,50.125,34.21052631578947
2017-04-27,0.03750000000000001,0.0,44.80952380952381,50.875,35.76470588235294
2017-04-28,0.020499999999999997,0.0,46.38095238095238,52.875,38.5625
2017-04-29,0.028499999999999998,0.0,48.80952380952381,54.44444444444444,41.94444444444444
2017-04-30,0.036250000000000004,0.0,51.095238095238095,56.0,45.642857142857146
2017-05-01,0.045789473684210526,0.0,50.57142857142857,56.44444444444444,45.0
2017-05-02,0.010555555555555554,0.0,50.38095238095238,58.25,42.5
2017-05-03,0.005555555555555555,0.0,49.666666666666664,56.55555555555556,41.266666666666666
2017-05-04,0.01588235294117647,0.0,50.285714285714285,56.375,44.11764705882353
2017-05-05,0.014117647058823528,0.0,49.904761904761905,56.2,41.5
2017-05-06,0.01,0.0,49.714285714285715,55.375,41.94117647058823
