DATE,PRCP,SNWD,TAVG,TMAX,TMIN
2016-03-25,0.012499999999999999,7.499999999999999,37.625,37.0,31.181818181818183
2016-03-26,0.08916666666666667,8.133333333333333,39.458333333333336,36.5,31.333333333333332
2016-03-27,0.008333333333333333,10.65,42.041666666666664,50.0,29.416666666666668
2016-03-28,0.012499999999999999,10.25,45.75,49.0,35.72727272727273
2016-03-29,0.04,9.45,44.125,52.333333333333336,34.333333333333336
2016-03-30,0.022500000000000003,8.45,44.083333333333336,52.0,34.54545454545455
2016-03-31,0.08583333333333333,7.85,48.541666666666664,50.0,39.888888888888886
2016-04-01,0.06833333333333334,7.85,38.166666666666664,35.0,31.5
2016-04-02,0.027499999999999997,7.1,42.875,54.166666666666664,28.727272727272727
2016-04-03,0.0,5.9,49.791666666666664,59.75,37.25
2016-04-04,0.0,4.9,55.333333333333336,67.66666666666667,42.63636363636363
2016-04-05,0.04583333333333334,4.35,58.75,66.0,44.81818181818182
2016-04-06,0.035,3.95,50.833333333333336,55.0,43.333333333333336
2016-04-07,0.006666666666666667,3.35,49.0,50.0,41.875
2016-04-08,0.03833333333333334,2.35,44.75,44.5,38.666666666666664
2016-04-09,0.18833333333333332,0.0,41.708333333333336,44.0,35.333333333333336
2016-04-10,0.1741666666666667,0.0,40.291666666666664,36.0,38.0
2016-04-11,0.024999999999999998,0.0,43.708333333333336,47.4,37.81818181818182
2016-04-12,0.015,0.0,49.458333333333336,59.6,40.22222222222222
2016-04-13,0.04,0.0,50.708333333333336,55.0,39.81818181818182
2016-04-14,0.12750000000000003,0.0,45.958333333333336,51.0,34.0
2016-04-15,0.12083333333333335,0.0,44.291666666666664,50.333333333333336,34.666666666666664
2016-04-16,0.07333333333333335,0.0,50.166666666666664,55.2,42.90909090909091
2016-04-17,0.11416666666666668,0.2,48.208333333333336,54.833333333333336,40.0
2016-04-18,0.2091666666666667,0.4,43.583333333333336,48.2,36.166666666666664
2016-04-19,0.0025,0.0,42.958333333333336,49.75,34.6
2016-04-20,0.0,0.0,41.958333333333336,47.0,32.57142857142857
2016-04-21,0.0,0.0,45.791666666666664,59.57142857142857,30.0
2016-04-22,0.0,0.0,46.5,54.6,33.5
2016-04-23,0.012727272727272728,0.26666666666666666,42.583333333333336,42.0,33.0
2016-04-24,0.1491666666666667,0.7999999999999999,34.875,42.4,29.5
2016-04-25,0.03833333333333334,0.8,34.291666666666664,40.5,27.77777777777778
2016-04-26,0.07083333333333335,0.7999999999999999,36.833333333333336,45.5,28.8
2016-04-27,0.08750000000000001,3.35,36.291666666666664,34.5,30.875
2016-04-28,0.05916666666666668,2.15,37.5,42.333333333333336,28.727272727272727
2016-04-29,0.027500000000000007,1.95,42.291666666666664,48.0,27.833333333333332
2016-04-30,0.0,0.0,48.666666666666664,54.0,34.54545454545455
2016-05-01,0.0,0.0,49.916666666666664,58.6,40.5
2016-05-02,0.0,0.0,50.125,47.5,40.0
