DATE,PRCP,SNWD,TAVG,TMAX,TMIN
2015-01-01,0.009999999999999998,9.155555555555555,13.0,20.555555555555557,-1.3
2015-01-02,0.026000000000000002,8.144444444444444,24.846153846153847,29.3,17.1
2015-01-03,0.028000000000000004,7.033333333333335,30.0,37.5,22.4
2015-01-04,0.122,7.159999999999999,29.692307692307693,34.2,24.3
2015-01-05,0.07999999999999999,5.584615384615385,27.0,32.53846153846154,20.8
2015-01-06,0.005384615384615385,5.423076923076922,20.615384615384617,29.23076923076923,15.4
2015-01-07,0.0023076923076923075,5.215384615384616,9.692307692307692,19.307692307692307,4.454545454545454
2015-01-08,0.0,5.153846153846154,10.153846153846153,18.916666666666668,1.0769230769230769
2015-01-09,0.003076923076923077,5.058333333333333,23.307692307692307,32.09090909090909,7.6923076923076925
2015-01-10,0.19769230769230764,5.669999999999999,37.15384615384615,44.63636363636363,24.636363636363637
2015-01-11,0.057692307692307696,5.971428571428571,39.84615384615385,49.61538461538461,33.27272727272727
2015-01-12,0.14153846153846156,5.3625,32.0,41.07692307692308,28.4
2015-01-13,0.0023076923076923075,6.75,31.923076923076923,41.69230769230769,23.666666666666668
2015-01-14,0.0,6.45,31.76923076923077,42.25,23.692307692307693
2015-01-15,0.008461538461538461,6.383333333333333,31.53846153846154,38.5,23.454545454545453
2015-01-16,0.0007692307692307692,6.183333333333333,31.46153846153846,40.07692307692308,25.384615384615383
2015-01-17,0.0,6.116666666666667,33.61538461538461,42.0,27.583333333333332
2015-01-18,0.0015384615384615385,5.8,34.61538461538461,41.166666666666664,29.153846153846153
2015-01-19,0.013846153846153845,6.4,36.76923076923077,43.23076923076923,31.416666666666668
2015-01-20,0.026153846153846156,6.159999999999999,35.61538461538461,41.833333333333336,32.07692307692308
2015-01-21,0.006923076923076922,5.839999999999999,36.92307692307692,42.07692307692308,33.69230769230769
2015-01-22,0.0038461538461538464,5.4399999999999995,37.76923076923077,42.61538461538461,33.61538461538461
2015-01-23,0.010769230769230769,7.866666666666667,40.23076923076923,45.25,35.76923076923077
2015-01-24,0.1776923076923077,11.799999999999999,38.15384615384615,43.07692307692308,34.72727272727273
2015-01-25,0.16000000000000003,9.2,34.15384615384615,37.61538461538461,32.5
2015-01-26,0.09461538461538462,6.8999999999999995,33.84615384615385,36.84615384615385,31.5
2015-01-27,0.019230769230769232,12.399999999999999,33.61538461538461,37.083333333333336,31.0
2015-01-28,0.0753846153846154,12.6,32.53846153846154,35.30769230769231,30.818181818181817
2015-01-29,0.0007692307692307692,23.6,33.69230769230769,38.583333333333336,29.272727272727273
2015-01-30,0.0007692307692307692,22.8,39.38461538461539,48.36363636363637,31.0
2015-01-31,0.09461538461538463,22.8,40.23076923076923,48.84615384615385,34.9
2015-02-01,0.28307692307692306,6.6000000000000005,33.46153846153846,39.07692307692308,28.666666666666668
2015-02-02,0.03153846153846154,4.466666666666666,33.38461538461539,38.69230769230769,29.166666666666668
2015-02-03,0.05230769230769231,12.0,32.0,39.53846153846154,27.0
2015-02-04,0.016923076923076923,8.666666666666666,32.92307692307692,41.90909090909091,23.846153846153847
2015-02-05,0.05076923076923078,8.133333333333335,35.76923076923077,40.416666666666664,30.272727272727273
2015-02-06,0.07153846153846154,5.4399999999999995,33.07692307692308,38.38461538461539,31.0
2015-02-07,0.24000000000000002,4.640000000000001,28.384615384615383,34.15384615384615,25.333333333333332
2015-02-08,0.03230769230769231,3.792307692307692,26.923076923076923,31.53846153846154,21.363636363636363
2015-02-09,0.05923076923076923,4.659999999999999,24.76923076923077,31.53846153846154,20.333333333333332
2015-02-10,0.01,4.18,23.76923076923077,31.23076923076923,16.818181818181817
2015-02-11,0.0,5.585714285714286,22.923076923076923,34.0,13.25
2015-02-12,0.0038461538461538464,4.7375,27.615384615384617,37.92307692307692,19.916666666666668
2015-02-13,0.0,6.4799999999999995,29.307692307692307,40.9,19.0
2015-02-14,0.0,6.16,30.692307692307693,42.92307692307692,21.666666666666668
2015-02-15,0.0,7.1,31.076923076923077,39.15384615384615,24.923076923076923
2015-02-16,0.0015384615384615385,7.1,29.153846153846153,35.30769230769231,25.166666666666668
2015-02-17,0.004615384615384615,13.600000000000001,23.076923076923077,30.923076923076923,16.833333333333332
2015-02-18,0.0,13.0,24.153846153846153,37.5,14.384615384615385
2015-02-19,0.003076923076923077,23.6,29.692307692307693,41.8,17.23076923076923
