"STATION","NAME","DATE","PRCP","TAVG","TMAX","TMIN"
"MT000016597","LUQA, MT","2018-07-19",,"82","91",
"MT000016597","LUQA, MT","2018-07-20","0.00","82","93","72"
"MT000016597","LUQA, MT","2018-07-21","0.00","81","92","72"
"MT000016597","LUQA, MT","2018-07-22","0.00","83","92","76"
"MT000016597","LUQA, MT","2018-07-23","0.01","83","93",
"MT000016597","LUQA, MT","2018-07-24","0.00","80","88",
"MT000016597","LUQA, MT","2018-07-25","0.00","80","89","72"
"MT000016597","LUQA, MT","2018-07-26","0.00","82","93",
"MT000016597","LUQA, MT","2018-07-27","0.00","82","91",
"MT000016597","LUQA, MT","2018-07-28","0.00","83","94",
"MT000016597","LUQA, MT","2018-07-29","0.00","82","91","74"
"MT000016597","LUQA, MT","2018-07-30","0.00","82","91","72"
"MT000016597","LUQA, MT","2018-07-31","0.00","81","89","75"
"MT000016597","LUQA, MT","2018-08-01","0.00","83","91","75"
"MT000016597","LUQA, MT","2018-08-02","0.00","83","92","75"
"MT000016597","LUQA, MT","2018-08-03","0.00","83","94","75"
"MT000016597","LUQA, MT","2018-08-04","0.00","82","88",
"MT000016597","LUQA, MT","2018-08-05","0.00","82","89","76"
"MT000016597","LUQA, MT","2018-08-06","0.32","81","87","78"
"MT000016597","LUQA, MT","2018-08-07","0.00","80",,
"MT000016597","LUQA, MT","2018-08-08","0.00","80","87",
"MT000016597","LUQA, MT","2018-08-09","0.00","81","90","76"
"MT000016597","LUQA, MT","2018-08-10","0.00","82","92",
"MT000016597","LUQA, MT","2018-08-11","0.00","83","91","74"
"MT000016597","LUQA, MT","2018-08-12","0.00","82","90","75"
"MT000016597","LUQA, MT","2018-08-13","0.00","82","89","75"
"MT000016597","LUQA, MT","2018-08-14","0.00","81","88","72"
"MT000016597","LUQA, MT","2018-08-15","1.06","82","89","77"
"MT000016597","LUQA, MT","2018-08-16","0.01","80","88",
"MT000016597","LUQA, MT","2018-08-17","0.00","80","89","74"
"MT000016597","LUQA, MT","2018-08-18","0.00","81","90","75"
"MT000016597","LUQA, MT","2018-08-19","0.00","80","87","73"
"MT000016597","LUQA, MT","2018-08-20","0.00","79",,
"MT000016597","LUQA, MT","2018-08-21","0.35","78","86","71"
"MT000016597","LUQA, MT","2018-08-22","0.04","78","83","71"
"MT000016597","LUQA, MT","2018-08-23","0.26","79","86","73"
"MT000016597","LUQA, MT","2018-08-24","0.00","78","85","74"
"MT000016597","LUQA, MT","2018-08-25","0.08","80","87",
"MT000016597","LUQA, MT","2018-08-26","0.00","79","86","75"
"MT000016597","LUQA, MT","2018-08-27","0.00","78","84","73"
"MT000016597","LUQA, MT","2018-08-28","0.00","77",,"70"
"MT000016597","LUQA, MT","2018-08-29","0.00","77","86","69"
"MT000016597","LUQA, MT","2018-08-30","0.00","78",,"70"
"MT000016597","LUQA, MT","2018-08-31","0.00","78","88","70"
"MT000016597","LUQA, MT","2018-09-01","0.00","78","86","71"
"MT000016597","LUQA, MT","2018-09-02","0.01","79","87","72"
"MT000016597","LUQA, MT","2018-09-03","0.01","80","91","72"
"MT000016597","LUQA, MT","2018-09-04","0.01","80","89","71"
"MT000016597","LUQA, MT","2018-09-05","0.00","80","89","72"
"MT000016597","LUQA, MT","2018-09-06","0.00","81","88","74"
"MT000016597","LUQA, MT","2018-09-07","0.00","83","95","77"
"MT000016597","LUQA, MT","2018-09-08","0.00","82","90","75"
"MT000016597","LUQA, MT","2018-09-09","0.00","80","88","75"
"MT000016597","LUQA, MT","2018-09-10","0.00","80","86","75"
"MT000016597","LUQA, MT","2018-09-11","0.00","78","85",
"MT000016597","LUQA, MT","2018-09-12","0.00","80","87","72"
"MT000016597","LUQA, MT","2018-09-13","0.00","79","86","72"
"MT000016597","LUQA, MT","2018-09-14","0.00","78",,"73"
"MT000016597","LUQA, MT","2018-09-15","0.00","77",,"71"
"MT000016597","LUQA, MT","2018-09-16","0.00","78","86","71"
"MT000016597","LUQA, MT","2018-09-17",,"79",,
"MT000016597","LUQA, MT","2018-09-18",,"78","86",
"MT000016597","LUQA, MT","2018-09-19","0.00","78","86","71"
"MT000016597","LUQA, MT","2018-09-20","0.07","78","85",
"MT000016597","LUQA, MT","2018-09-21","0.00","78","86",
"MT000016597","LUQA, MT","2018-09-22","0.00","78","87","71"
"MT000016597","LUQA, MT","2018-09-23","0.00","78","85","73"
"MT000016597","LUQA, MT","2018-09-24","0.05","78","86",
"MT000016597","LUQA, MT","2018-09-25","0.00","76","82",
"MT000016597","LUQA, MT","2018-09-26","0.02","72","76",
"MT000016597","LUQA, MT","2018-09-27","0.00","69","74",
"MT000016597","LUQA, MT","2018-09-28","0.00","70","76","62"
"MT000016597","LUQA, MT","2018-09-29",,"72","81",
"MT000016597","LUQA, MT","2018-09-30","0.00","72","82",
"MT000016597","LUQA, MT","2018-10-01","0.00","74","81",
"MT000016597","LUQA, MT","2018-10-02",,"68","77","63"
"MT000016597","LUQA, MT","2018-10-03","0.31","68","76","64"
"MT000016597","LUQA, MT","2018-10-04","0.28","69","78",
"MT000016597","LUQA, MT","2018-10-05","0.04","72","79",
"MT000016597","LUQA, MT","2018-10-06","0.00","71","80","64"
"MT000016597","LUQA, MT","2018-10-07","0.00","74","80","66"
"MT000016597","LUQA, MT","2018-10-08","0.00","74","81",
"MT000016597","LUQA, MT","2018-10-09","0.15","72","78","66"
"MT000016597","LUQA, MT","2018-10-10","0.00","71","77","67"
"MT000016597","LUQA, MT","2018-10-11","0.00","71","78","66"
"MT000016597","LUQA, MT","2018-10-12","0.03","70",,"66"
"MT000016597","LUQA, MT","2018-10-13","0.00","69","73",
"MT000016597","LUQA, MT","2018-10-14","0.17","69",,"63"
"MT000016597","LUQA, MT","2018-10-15","0.31","70","76",
"MT000016597","LUQA, MT","2018-10-16","0.00","71",,"64"
"MT000016597","LUQA, MT","2018-10-17","0.00","73",,"70"
"MT000016597","LUQA, MT","2018-10-18","0.00","74","76",
"MT000016597","LUQA, MT","2018-10-19","0.07","71","75","66"
"MT000016597","LUQA, MT","2018-10-20","0.02","72","76","70"
"MT000016597","LUQA, MT","2018-10-21","0.00","71","77",
"MT000016597","LUQA, MT","2018-10-22","1.59","68","76","62"
"MT000016597","LUQA, MT","2018-10-23","0.00","65","69","59"
"MT000016597","LUQA, MT","2018-10-24","0.37","68","73","63"
"MT000016597","LUQA, MT","2018-10-25","0.00","68",,"62"
"MT000016597","LUQA, MT","2018-10-26","0.00","70","74","62"
"MT000016597","LUQA, MT","2018-10-27","0.00","72",,"68"
"MT000016597","LUQA, MT","2018-10-28","0.00","74","76","72"
"MT000016597","LUQA, MT","2018-10-29","0.00","75",,
"MT000016597","LUQA, MT","2018-10-30","0.03","65","73",
"MT000016597","LUQA, MT","2018-10-31","0.00","66",,"57"
"MT000016597","LUQA, MT","2018-11-01","1.12","70","73","66"
"MT000016597","LUQA, MT","2018-11-02","0.07","70","74",
"MT000016597","LUQA, MT","2018-11-03","0.02","71","75",
"MT000016597","LUQA, MT","2018-11-04","0.01","67","72",
"MT000016597","LUQA, MT","2018-11-05","0.00","66","73","58"
"MT000016597","LUQA, MT","2018-11-06","0.00","67","74","60"
"MT000016597","LUQA, MT","2018-11-07","0.21","66","74",
"MT000016597","LUQA, MT","2018-11-08","0.00","64","72","59"
"MT000016597","LUQA, MT","2018-11-09",,"64",,"57"
"MT000016597","LUQA, MT","2018-11-10","0.00","62","72","57"
"MT000016597","LUQA, MT","2018-11-11","1.08","66","70","57"
"MT000016597","LUQA, MT","2018-11-12","0.10","68","72",
"MT000016597","LUQA, MT","2018-11-13","0.00","65","71",
"MT000016597","LUQA, MT","2018-11-14","0.00","63","71",
"MT000016597","LUQA, MT","2018-11-15","0.01","62","69","54"
"MT000016597","LUQA, MT","2018-11-16","0.00","63","67",
"MT000016597","LUQA, MT","2018-11-17","0.33","63","67","61"
"MT000016597","LUQA, MT","2018-11-18","0.21","63","68",
"MT000016597","LUQA, MT","2018-11-19","0.02","67",,"58"
"MT000016597","LUQA, MT","2018-11-20","0.00","69","72",
"MT000016597","LUQA, MT","2018-11-21","0.05","64",,"58"
"MT000016597","LUQA, MT","2018-11-22","0.00","63","71",
"MT000016597","LUQA, MT","2018-11-23","0.01","64","71","55"
"MT000016597","LUQA, MT","2018-11-24","0.00","68",,"64"
"MT000016597","LUQA, MT","2018-11-25","0.00","67","71",
"MT000016597","LUQA, MT","2018-11-26","0.00","64","68","58"
"MT000016597","LUQA, MT","2018-11-27","0.00","61","67","54"
"MT000016597","LUQA, MT","2018-11-28","0.16","58","63",
"MT000016597","LUQA, MT","2018-11-29","0.00","58","63",
"MT000016597","LUQA, MT","2018-11-30","0.00","59","65","51"
"MT000016597","LUQA, MT","2018-12-01","0.01","59","63",
"MT000016597","LUQA, MT","2018-12-02","0.94","59","65","53"
"MT000016597","LUQA, MT","2018-12-03","0.01","60","66","54"
"MT000016597","LUQA, MT","2018-12-04","0.00","62","67","60"
"MT000016597","LUQA, MT","2018-12-05","0.00","61","67",
"MT000016597","LUQA, MT","2018-12-06","0.01","59","66",
"MT000016597","LUQA, MT","2018-12-07","0.14","60","66","56"
"MT000016597","LUQA, MT","2018-12-08","0.04","60","65","53"
"MT000016597","LUQA, MT","2018-12-09","0.00","60","64",
"MT000016597","LUQA, MT","2018-12-10","0.00","61","63",
"MT000016597","LUQA, MT","2018-12-11","0.00","58","63","55"
"MT000016597","LUQA, MT","2018-12-12","0.00","59","64",
"MT000016597","LUQA, MT","2018-12-13","0.00","60","65","54"
"MT000016597","LUQA, MT","2018-12-14","0.00","63","67",
"MT000016597","LUQA, MT","2018-12-15","0.02","57","63","50"
"MT000016597","LUQA, MT","2018-12-16","0.00","56","60","53"
"MT000016597","LUQA, MT","2018-12-17","0.00","61","66","56"
"MT000016597","LUQA, MT","2018-12-18","0.03","56","60",
"MT000016597","LUQA, MT","2018-12-19","0.00","55","61","49"
"MT000016597","LUQA, MT","2018-12-20","0.00","58","65",
"MT000016597","LUQA, MT","2018-12-21","0.00","56","63","51"
"MT000016597","LUQA, MT","2018-12-22","0.01","57","63","51"
"MT000016597","LUQA, MT","2018-12-23","0.00","60","65","57"
"MT000016597","LUQA, MT","2018-12-24","0.00","61",,"58"
"MT000016597","LUQA, MT","2018-12-25","0.00","58","62",
"MT000016597","LUQA, MT","2018-12-26","0.00","53","57","47"
"MT000016597","LUQA, MT","2018-12-27","0.00","51","60",
"MT000016597","LUQA, MT","2018-12-28","0.02","52",,"42"
"MT000016597","LUQA, MT","2018-12-29","0.01","53","61","46"
"MT000016597","LUQA, MT","2018-12-30","0.01","53","61","44"
"MT000016597","LUQA, MT","2018-12-31","0.07","55","58","50"
"MT000016597","LUQA, MT","2019-01-01","0.00","53",,
"MT000016597","LUQA, MT","2019-01-02","0.00","53","62","46"
"MT000016597","LUQA, MT","2019-01-03","0.17","50","57",
"MT000016597","LUQA, MT","2019-01-04","0.02","45","51",
"MT000016597","LUQA, MT","2019-01-05","0.02","46","51",
"MT000016597","LUQA, MT","2019-01-06","0.18","52","59",
"MT000016597","LUQA, MT","2019-01-07","0.00","51","62","43"
"MT000016597","LUQA, MT","2019-01-08","0.00","52","59","45"
"MT000016597","LUQA, MT","2019-01-09","0.01","55",,"51"
"MT000016597","LUQA, MT","2019-01-10","0.49","53","56",
"MT000016597","LUQA, MT","2019-01-11","0.03","47","53","44"
"MT000016597","LUQA, MT","2019-01-12","0.38","49","54","43"
"MT000016597","LUQA, MT","2019-01-13","0.02","52","58","45"
"MT000016597","LUQA, MT","2019-01-14","0.21","55",,"52"
"MT000016597","LUQA, MT","2019-01-15","0.30","56",,
"MT000016597","LUQA, MT","2019-01-16","0.00","52","58","44"
"MT000016597","LUQA, MT","2019-01-17","0.00","56","61","52"
"MT000016597","LUQA, MT","2019-01-18","0.05","57","64",
"MT000016597","LUQA, MT","2019-01-19","0.01","54","60","49"
"MT000016597","LUQA, MT","2019-01-20","0.63","52","59","47"
"MT000016597","LUQA, MT","2019-01-21","0.01","57","62","47"
"MT000016597","LUQA, MT","2019-01-22","0.00","55","60",
"MT000016597","LUQA, MT","2019-01-23","0.17","51","57","48"
"MT000016597","LUQA, MT","2019-01-24","0.19","51","55",
"MT000016597","LUQA, MT","2019-01-25","0.60","50","58",
"MT000016597","LUQA, MT","2019-01-26","0.01","51","56",
"MT000016597","LUQA, MT","2019-01-27","0.04","53",,"48"
"MT000016597","LUQA, MT","2019-01-28","0.00","56","62",
"MT000016597","LUQA, MT","2019-01-29","0.11","51","56","48"
"MT000016597","LUQA, MT","2019-01-30","0.24","53","59",
"MT000016597","LUQA, MT","2019-01-31","0.03","54","59","47"
"MT000016597","LUQA, MT","2019-02-01","0.00","59","63",
"MT000016597","LUQA, MT","2019-02-02","0.00","62","67",
"MT000016597","LUQA, MT","2019-02-03","0.00","54","62",
"MT000016597","LUQA, MT","2019-02-04","0.07","48","56","44"
"MT000016597","LUQA, MT","2019-02-05","0.17","51","59","42"
"MT000016597","LUQA, MT","2019-02-06","0.43","56","61",
"MT000016597","LUQA, MT","2019-02-07","0.00","54","58",
"MT000016597","LUQA, MT","2019-02-08","0.00","54","60","48"
"MT000016597","LUQA, MT","2019-02-09","0.04","53","60",
"MT000016597","LUQA, MT","2019-02-10","0.00","54","61","47"
"MT000016597","LUQA, MT","2019-02-11","0.02","58","63",
"MT000016597","LUQA, MT","2019-02-12","0.00","53","58","48"
"MT000016597","LUQA, MT","2019-02-13","0.00","52","56",
"MT000016597","LUQA, MT","2019-02-14","0.00","51","56",
"MT000016597","LUQA, MT","2019-02-15","0.00","52","62","45"
"MT000016597","LUQA, MT","2019-02-16","0.50","51","56","44"
"MT000016597","LUQA, MT","2019-02-17","0.14","50","60",
"MT000016597","LUQA, MT","2019-02-18","0.01","51","60","44"
"MT000016597","LUQA, MT","2019-02-19","0.00","53","62","44"
"MT000016597","LUQA, MT","2019-02-20","0.01","53",,"45"
"MT000016597","LUQA, MT","2019-02-21","0.01","52","60","45"
"MT000016597","LUQA, MT","2019-02-22","0.01","54","61","46"
"MT000016597","LUQA, MT","2019-02-23","0.00","50","60","39"
"MT000016597","LUQA, MT","2019-02-24","1.64","51","52","39"
"MT000016597","LUQA, MT","2019-02-25","0.20","51","56",
"MT000016597","LUQA, MT","2019-02-26","0.54","51","59","46"
"MT000016597","LUQA, MT","2019-02-27","0.01","53","60",
"MT000016597","LUQA, MT","2019-02-28","0.14","53","61","44"
"MT000016597","LUQA, MT","2019-03-01","0.00","56","61","49"
"MT000016597","LUQA, MT","2019-03-02","0.00","58","63",
"MT000016597","LUQA, MT","2019-03-03","0.00","55","63",
"MT000016597","LUQA, MT","2019-03-04","0.02","56","65","49"
"MT000016597","LUQA, MT","2019-03-05","0.01","58","64","53"
"MT000016597","LUQA, MT","2019-03-06","0.01","58","66","48"
"MT000016597","LUQA, MT","2019-03-07","0.02","60","65","55"
"MT000016597","LUQA, MT","2019-03-08","0.01","61",,"56"
"MT000016597","LUQA, MT","2019-03-09","0.00","60","71","51"
"MT000016597","LUQA, MT","2019-03-10","0.01","58","69","48"
"MT000016597","LUQA, MT","2019-03-11","0.01","58","63",
"MT000016597","LUQA, MT","2019-03-12","0.00","55","59",
"MT000016597","LUQA, MT","2019-03-13","0.00","54","62","49"
"MT000016597","LUQA, MT","2019-03-14","0.02","56","61","51"
"MT000016597","LUQA, MT","2019-03-15","0.00","56","63","53"
"MT000016597","LUQA, MT","2019-03-16","0.10","58","65","53"
"MT000016597","LUQA, MT","2019-03-17","0.00","59","65","54"
"MT000016597","LUQA, MT","2019-03-18","0.00","61","71","51"
"MT000016597","LUQA, MT","2019-03-19","0.00","58","65","49"
"MT000016597","LUQA, MT","2019-03-20",,"59","62","58"
"MT000016597","LUQA, MT","2019-03-21","0.00","58","61",
"MT000016597","LUQA, MT","2019-03-22","0.46","58","60","51"
"MT000016597","LUQA, MT","2019-03-23","0.00","58","63",
"MT000016597","LUQA, MT","2019-03-24","0.00","59","67","52"
"MT000016597","LUQA, MT","2019-03-25","0.01","57","64","53"
"MT000016597","LUQA, MT","2019-03-26","0.01","58","66","53"
"MT000016597","LUQA, MT","2019-03-27","0.06","54","56",
"MT000016597","LUQA, MT","2019-03-28","0.58","55","62","48"
"MT000016597","LUQA, MT","2019-03-29","0.02","57","63","54"
"MT000016597","LUQA, MT","2019-03-30","0.00","56","63",
"MT000016597","LUQA, MT","2019-03-31","0.00","57","65",
"MT000016597","LUQA, MT","2019-04-01","0.00","56",,"48"
"MT000016597","LUQA, MT","2019-04-02","0.01","57","60",
"MT000016597","LUQA, MT","2019-04-03","0.01","56","63","49"
"MT000016597","LUQA, MT","2019-04-04","0.00","60",,"56"
"MT000016597","LUQA, MT","2019-04-05","0.02","60","63","56"
"MT000016597","LUQA, MT","2019-04-06","0.24","60","67",
"MT000016597","LUQA, MT","2019-04-07","0.02","56","62","50"
"MT000016597","LUQA, MT","2019-04-08","0.19","57","63","51"
"MT000016597","LUQA, MT","2019-04-09","0.00","59","66","53"
"MT000016597","LUQA, MT","2019-04-10","0.02","60","68",
"MT000016597","LUQA, MT","2019-04-11","0.00","58","65","52"
"MT000016597","LUQA, MT","2019-04-12","0.00","57","64","52"
"MT000016597","LUQA, MT","2019-04-13","0.00","58","63","54"
"MT000016597","LUQA, MT","2019-04-14","0.02","58","64","53"
"MT000016597","LUQA, MT","2019-04-15","0.00","58","63",
"MT000016597","LUQA, MT","2019-04-16","0.02","57","65","47"
"MT000016597","LUQA, MT","2019-04-17","0.01","59","66","50"
"MT000016597","LUQA, MT","2019-04-18","0.00","59","68","51"
"MT000016597","LUQA, MT","2019-04-19","0.00","60","66","57"
"MT000016597","LUQA, MT","2019-04-20","0.00","60","65","57"
"MT000016597","LUQA, MT","2019-04-21","0.00","61",,"58"
"MT000016597","LUQA, MT","2019-04-22","0.00","63","69",
"MT000016597","LUQA, MT","2019-04-23","0.00","67","83","55"
"MT000016597","LUQA, MT","2019-04-24","0.00","63","69","59"
"MT000016597","LUQA, MT","2019-04-25","0.00","64","70","61"
"MT000016597","LUQA, MT","2019-04-26","0.00","64","70","60"
"MT000016597","LUQA, MT","2019-04-27","0.01","64","73",
"MT000016597","LUQA, MT","2019-04-28","0.00","62","71","56"
"MT000016597","LUQA, MT","2019-04-29","0.00","61","67","57"
"MT000016597","LUQA, MT","2019-04-30","0.00","61","69","55"
"MT000016597","LUQA, MT","2019-05-01","0.06","61","69","53"
"MT000016597","LUQA, MT","2019-05-02","0.01","61","72",
"MT000016597","LUQA, MT","2019-05-03","0.01","62","68","52"
"MT000016597","LUQA, MT","2019-05-04","0.28","65","78","57"
"MT000016597","LUQA, MT","2019-05-05","0.00","62","68","58"
"MT000016597","LUQA, MT","2019-05-06",,"60","66",
"MT000016597","LUQA, MT","2019-05-07","0.00","59","67",
"MT000016597","LUQA, MT","2019-05-08","0.00","60","68",
"MT000016597","LUQA, MT","2019-05-09","0.00","65","71","58"
"MT000016597","LUQA, MT","2019-05-10","0.00","66","75","58"
"MT000016597","LUQA, MT","2019-05-11","0.00","66","77","56"
"MT000016597","LUQA, MT","2019-05-12","0.00","63","73",
"MT000016597","LUQA, MT","2019-05-13","0.03","61","69","57"
"MT000016597","LUQA, MT","2019-05-14","0.18","61","69","55"
"MT000016597","LUQA, MT","2019-05-15","0.01","62","68","56"
"MT000016597","LUQA, MT","2019-05-16","0.03","61","67",
"MT000016597","LUQA, MT","2019-05-17","0.05","62","69","51"
"MT000016597","LUQA, MT","2019-05-18","0.00","65","73","61"
"MT000016597","LUQA, MT","2019-05-19","0.00","65","73",
"MT000016597","LUQA, MT","2019-05-20","0.00","65",,"57"
"MT000016597","LUQA, MT","2019-05-21","0.00","65","73","56"
"MT000016597","LUQA, MT","2019-05-22","0.00","68","78","60"
"MT000016597","LUQA, MT","2019-05-23","0.00","68","78",
"MT000016597","LUQA, MT","2019-05-24","0.00","67","78","60"
"MT000016597","LUQA, MT","2019-05-25","0.00","67","75","61"
"MT000016597","LUQA, MT","2019-05-26","0.00","67","72",
"MT000016597","LUQA, MT","2019-05-27",,"66","73",
"MT000016597","LUQA, MT","2019-05-28","0.00","67","74",
"MT000016597","LUQA, MT","2019-05-29","0.00","70","80","62"
"MT000016597","LUQA, MT","2019-05-30","0.00","64","69",
"MT000016597","LUQA, MT","2019-05-31","0.00","65",,"58"
"MT000016597","LUQA, MT","2019-06-01","0.00","65","74","58"
"MT000016597","LUQA, MT","2019-06-02","0.00","67","77","59"
"MT000016597","LUQA, MT","2019-06-03","0.00","70","80",
"MT000016597","LUQA, MT","2019-06-04","0.00","72","83","64"
"MT000016597","LUQA, MT","2019-06-05","0.00","72","80","65"
"MT000016597","LUQA, MT","2019-06-06","0.00","72","81","65"
"MT000016597","LUQA, MT","2019-06-07","0.00","74","83",
"MT000016597","LUQA, MT","2019-06-08","0.00","82","94","67"
"MT000016597","LUQA, MT","2019-06-09","0.00","85","100","75"
"MT000016597","LUQA, MT","2019-06-10","0.00","84","95","72"
"MT000016597","LUQA, MT","2019-06-11","0.00","80","91","73"
"MT000016597","LUQA, MT","2019-06-12","0.00","79","87",
"MT000016597","LUQA, MT","2019-06-13","0.00","78","86",
"MT000016597","LUQA, MT","2019-06-14","0.00","77","86",
"MT000016597","LUQA, MT","2019-06-15","0.00","81","94","73"
"MT000016597","LUQA, MT","2019-06-16","0.00","83","94","73"
"MT000016597","LUQA, MT","2019-06-17","0.00","80","89","73"
"MT000016597","LUQA, MT","2019-06-18","0.00","79","88","72"
"MT000016597","LUQA, MT","2019-06-19","0.00","77","87","69"
"MT000016597","LUQA, MT","2019-06-20","0.00","78","88",
"MT000016597","LUQA, MT","2019-06-21","0.00","80","92","69"
"MT000016597","LUQA, MT","2019-06-22","0.00","80","92","71"
"MT000016597","LUQA, MT","2019-06-23","0.00","82","94",
"MT000016597","LUQA, MT","2019-06-24","0.00","86","98",
"MT000016597","LUQA, MT","2019-06-25","0.00","80","89","74"
"MT000016597","LUQA, MT","2019-06-26","0.00","82","90","73"
"MT000016597","LUQA, MT","2019-06-27","0.00","82","91","74"
"MT000016597","LUQA, MT","2019-06-28","0.00","83","92",
"MT000016597","LUQA, MT","2019-06-29","0.00","83","95","73"
"MT000016597","LUQA, MT","2019-06-30","0.00","80","85",
"MT000016597","LUQA, MT","2019-07-01","0.00","79","85",
"MT000016597","LUQA, MT","2019-07-02","0.00","80","89","70"
"MT000016597","LUQA, MT","2019-07-03","0.00","81","90","72"
"MT000016597","LUQA, MT","2019-07-04","0.00","83","92","72"
"MT000016597","LUQA, MT","2019-07-05","0.00","83","94","70"
"MT000016597","LUQA, MT","2019-07-06","0.00","82","94","71"
"MT000016597","LUQA, MT","2019-07-07","0.00","84",,"70"
"MT000016597","LUQA, MT","2019-07-08","0.00","89","102","78"
"MT000016597","LUQA, MT","2019-07-09","0.00","90","103","80"
"MT000016597","LUQA, MT","2019-07-10","0.00","87","98",
"MT000016597","LUQA, MT","2019-07-11","0.00","82","91","75"
"MT000016597","LUQA, MT","2019-07-12","0.00","81",,
"MT000016597","LUQA, MT","2019-07-13","0.00","82","90","75"
"MT000016597","LUQA, MT","2019-07-14","0.00","83","96",
"MT000016597","LUQA, MT","2019-07-15","0.00","80","87","76"
"MT000016597","LUQA, MT","2019-07-16","0.00","77","84",
"MT000016597","LUQA, MT","2019-07-17","0.03","78","86",
"MT000016597","LUQA, MT","2019-07-18","0.00","77","85",
"MT000016597","LUQA, MT","2019-07-19","0.00","78","86",
"MT000016597","LUQA, MT","2019-07-20","0.00","77","84","70"
"MT000016597","LUQA, MT","2019-07-21","0.00","78","85","71"
"MT000016597","LUQA, MT","2019-07-22","0.00","81","92",
"MT000016597","LUQA, MT","2019-07-23","0.00","83","92","73"
"MT000016597","LUQA, MT","2019-07-24","0.00","82","91","72"
"MT000016597","LUQA, MT","2019-07-25","0.00","83","92","74"
"MT000016597","LUQA, MT","2019-07-26","0.00","82","90","75"
"MT000016597","LUQA, MT","2019-07-27","0.00","80","86","76"
"MT000016597","LUQA, MT","2019-07-28","0.00","83","93","77"
"MT000016597","LUQA, MT","2019-07-29","0.00","80","87",
"MT000016597","LUQA, MT","2019-07-30","0.00","80","90",
"MT000016597","LUQA, MT","2019-07-31","0.00","80","87","72"
"MT000016597","LUQA, MT","2019-08-01","0.00","83","94",
"MT000016597","LUQA, MT","2019-08-02","0.00","84","94","73"
"MT000016597","LUQA, MT","2019-08-03","0.00","86","93",
"MT000016597","LUQA, MT","2019-08-04","0.00","82","90",
"MT000016597","LUQA, MT","2019-08-05","0.00","81","91",
"MT000016597","LUQA, MT","2019-08-06","0.00","81","92","71"
"MT000016597","LUQA, MT","2019-08-07","0.00","81","89","72"
"MT000016597","LUQA, MT","2019-08-08","0.00","83","89",
"MT000016597","LUQA, MT","2019-08-09","0.00","83","92",
"MT000016597","LUQA, MT","2019-08-10","0.00","83","90","78"
"MT000016597","LUQA, MT","2019-08-11","0.00","86","95","77"
"MT000016597","LUQA, MT","2019-08-12","0.00","85","94","77"
"MT000016597","LUQA, MT","2019-08-13","0.00","85","97","78"
"MT000016597","LUQA, MT","2019-08-14","0.00","84","95",
"MT000016597","LUQA, MT","2019-08-15","0.00","81","90","74"
"MT000016597","LUQA, MT","2019-08-16","0.00","81","90",
"MT000016597","LUQA, MT","2019-08-17","0.00","80","87","75"
"MT000016597","LUQA, MT","2019-08-18","0.00","80","88","73"
"MT000016597","LUQA, MT","2019-08-19","0.00","79","87","72"
"MT000016597","LUQA, MT","2019-08-20","0.00","80","87","72"
"MT000016597","LUQA, MT","2019-08-21","0.00","79","86","71"
"MT000016597","LUQA, MT","2019-08-22","0.00","81","90","73"
"MT000016597","LUQA, MT","2019-08-23","0.00","82","91","74"
"MT000016597","LUQA, MT","2019-08-24","0.00","82","92","74"
"MT000016597","LUQA, MT","2019-08-25","0.00","82","90","74"
"MT000016597","LUQA, MT","2019-08-26","0.00","82","90","73"
"MT000016597","LUQA, MT","2019-08-27","0.00","82","91","73"
"MT000016597","LUQA, MT","2019-08-28","0.00","82","89","75"
"MT000016597","LUQA, MT","2019-08-29","0.00","81","87","76"
"MT000016597","LUQA, MT","2019-08-30","0.00","81","89","74"
"MT000016597","LUQA, MT","2019-08-31","0.00","81","89","75"
"MT000016597","LUQA, MT","2019-09-01","0.00","81","88",
"MT000016597","LUQA, MT","2019-09-02","0.07","78","86","71"
"MT000016597","LUQA, MT","2019-09-03","0.00","80","89","75"
"MT000016597","LUQA, MT","2019-09-04","0.00","77","85",
"MT000016597","LUQA, MT","2019-09-05","0.33","77","86","72"
"MT000016597","LUQA, MT","2019-09-06","0.17","77","83","72"
"MT000016597","LUQA, MT","2019-09-07","0.16","76","83",
"MT000016597","LUQA, MT","2019-09-08","0.00","76","85","69"
"MT000016597","LUQA, MT","2019-09-09","0.00","77","85","72"
"MT000016597","LUQA, MT","2019-09-10","0.00","74","78",
"MT000016597","LUQA, MT","2019-09-11","0.48","76",,"65"
"MT000016597","LUQA, MT","2019-09-12","0.00","77","83","73"
"MT000016597","LUQA, MT","2019-09-13","0.00","78","86",
"MT000016597","LUQA, MT","2019-09-14","0.00","77","84",
"MT000016597","LUQA, MT","2019-09-15","0.00","76","83","70"
"MT000016597","LUQA, MT","2019-09-16","0.00","75","84",
"MT000016597","LUQA, MT","2019-09-17","0.00","75","83","67"
"MT000016597","LUQA, MT","2019-09-18",,"76","85",
"MT000016597","LUQA, MT","2019-09-19","0.00","79","86","73"
"MT000016597","LUQA, MT","2019-09-20","0.00","79","85","75"
"MT000016597","LUQA, MT","2019-09-21","0.00","76","83",
"MT000016597","LUQA, MT","2019-09-22","0.00","77","82",
"MT000016597","LUQA, MT","2019-09-23","0.00","80","85",
"MT000016597","LUQA, MT","2019-09-24","0.00","78","85",
