"STATION","NAME","DATE","PRCP","TAVG","TMAX","TMIN"
"MT000016597","LUQA, MT","2016-03-05","0.07","57","64","44"
"MT000016597","LUQA, MT","2016-03-06","0.00","62","74",
"MT000016597","LUQA, MT","2016-03-07","0.00","55","62",
"MT000016597","LUQA, MT","2016-03-08","0.02","54","62","47"
"MT000016597","LUQA, MT","2016-03-09","0.02","52","60","48"
"MT000016597","LUQA, MT","2016-03-10","0.00","56","63",
"MT000016597","LUQA, MT","2016-03-11","0.00","56","60",
"MT000016597","LUQA, MT","2016-03-12","0.35","53","62",
"MT000016597","LUQA, MT","2016-03-13","0.13","55","62","48"
"MT000016597","LUQA, MT","2016-03-14","0.01","57","65","53"
"MT000016597","LUQA, MT","2016-03-15","0.00","57","65","51"
"MT000016597","LUQA, MT","2016-03-16","0.00","58","67",
"MT000016597","LUQA, MT","2016-03-17","0.00","58",,"52"
"MT000016597","LUQA, MT","2016-03-18","0.00","57","65","51"
"MT000016597","LUQA, MT","2016-03-19","0.00","57","65",
"MT000016597","LUQA, MT","2016-03-20","0.00","59","67","48"
"MT000016597","LUQA, MT","2016-03-21","0.01","64",,"57"
"MT000016597","LUQA, MT","2016-03-22","0.00","67","76",
"MT000016597","LUQA, MT","2016-03-23","0.00","61","69",
"MT000016597","LUQA, MT","2016-03-24","0.00","59","65","54"
"MT000016597","LUQA, MT","2016-03-25","0.01","57","66","51"
"MT000016597","LUQA, MT","2016-03-26","0.00","57","63",
"MT000016597","LUQA, MT","2016-03-27","0.00","59","68","53"
"MT000016597","LUQA, MT","2016-03-28","0.00","61","69","53"
"MT000016597","LUQA, MT","2016-03-29","0.00","62","73","54"
"MT000016597","LUQA, MT","2016-03-30","0.00","64","74","52"
"MT000016597","LUQA, MT","2016-03-31","0.00","64","71","59"
"MT000016597","LUQA, MT","2016-04-01","0.00","62","69",
"MT000016597","LUQA, MT","2016-04-02","0.00","63","68","60"
"MT000016597","LUQA, MT","2016-04-03","0.00","63",,
"MT000016597","LUQA, MT","2016-04-04","0.00","63","71",
"MT000016597","LUQA, MT","2016-04-05","0.01","61","68","54"
"MT000016597","LUQA, MT","2016-04-06","0.00","62","69",
"MT000016597","LUQA, MT","2016-04-07","0.01","63","71",
"MT000016597","LUQA, MT","2016-04-08","0.06","62","67",
"MT000016597","LUQA, MT","2016-04-09","0.02","60","70","55"
"MT000016597","LUQA, MT","2016-04-10","0.00","59","66",
"MT000016597","LUQA, MT","2016-04-11","0.00","61","71","51"
"MT000016597","LUQA, MT","2016-04-12","0.00","68","77","56"
"MT000016597","LUQA, MT","2016-04-13","0.00","75","85","65"
"MT000016597","LUQA, MT","2016-04-14","0.00","67","75",
"MT000016597","LUQA, MT","2016-04-15","0.01","63","72",
"MT000016597","LUQA, MT","2016-04-16","0.01","64","75","57"
"MT000016597","LUQA, MT","2016-04-17","0.00","66","76","59"
"MT000016597","LUQA, MT","2016-04-18","0.01","70","82","62"
"MT000016597","LUQA, MT","2016-04-19","0.00","69",,"60"
"MT000016597","LUQA, MT","2016-04-20","0.01","65","73","58"
"MT000016597","LUQA, MT","2016-04-21","0.00","63","71","60"
"MT000016597","LUQA, MT","2016-04-22","0.00","64","70","60"
"MT000016597","LUQA, MT","2016-04-23","0.00","64","74","58"
"MT000016597","LUQA, MT","2016-04-24","0.00","64","70","59"
"MT000016597","LUQA, MT","2016-04-25","0.00","62","69",
"MT000016597","LUQA, MT","2016-04-26","0.00","60","68","54"
"MT000016597","LUQA, MT","2016-04-27","0.00","63","71","55"
"MT000016597","LUQA, MT","2016-04-28","0.01","65","74","60"
"MT000016597","LUQA, MT","2016-04-29","0.00","66","72","62"
"MT000016597","LUQA, MT","2016-04-30","0.00","65","72","60"
"MT000016597","LUQA, MT","2016-05-01","0.00","64","72",
"MT000016597","LUQA, MT","2016-05-02","0.00","60","66","57"
"MT000016597","LUQA, MT","2016-05-03","0.25","62","69","55"
"MT000016597","LUQA, MT","2016-05-04","0.01","63","69","59"
"MT000016597","LUQA, MT","2016-05-05","0.00","64","72","56"
"MT000016597","LUQA, MT","2016-05-06","0.00","63","71","58"
"MT000016597","LUQA, MT","2016-05-07","0.00","62","65","60"
"MT000016597","LUQA, MT","2016-05-08","0.17","64","70","60"
"MT000016597","LUQA, MT","2016-05-09","0.00","65","71",
"MT000016597","LUQA, MT","2016-05-10","0.00","65","72",
"MT000016597","LUQA, MT","2016-05-11","0.00","74",,"63"
"MT000016597","LUQA, MT","2016-05-12","0.03","72","83",
"MT000016597","LUQA, MT","2016-05-13","0.00","67","77","60"
"MT000016597","LUQA, MT","2016-05-14","0.00","66","74","60"
"MT000016597","LUQA, MT","2016-05-15","0.00","66","74","61"
"MT000016597","LUQA, MT","2016-05-16","0.00","67","75","61"
"MT000016597","LUQA, MT","2016-05-17","0.00","65","72","58"
"MT000016597","LUQA, MT","2016-05-18","0.00","66","75","57"
"MT000016597","LUQA, MT","2016-05-19","0.00","68","79","64"
"MT000016597","LUQA, MT","2016-05-20","0.00","67","74",
"MT000016597","LUQA, MT","2016-05-21","0.00","67","75",
"MT000016597","LUQA, MT","2016-05-22","0.00","70","81","58"
"MT000016597","LUQA, MT","2016-05-23","0.00","68","76","60"
"MT000016597","LUQA, MT","2016-05-24","0.00","69","79",
"MT000016597","LUQA, MT","2016-05-25","0.00","68","80","58"
"MT000016597","LUQA, MT","2016-05-26","0.01","71","80","60"
"MT000016597","LUQA, MT","2016-05-27","0.00","73","83","65"
"MT000016597","LUQA, MT","2016-05-28","0.00","73","80","65"
"MT000016597","LUQA, MT","2016-05-29","0.00","73","85",
"MT000016597","LUQA, MT","2016-05-30","0.00","74","85",
"MT000016597","LUQA, MT","2016-05-31","0.00","69","75","62"
"MT000016597","LUQA, MT","2016-06-01","0.00","69","75",
"MT000016597","LUQA, MT","2016-06-02","0.02","70","79",
"MT000016597","LUQA, MT","2016-06-03","0.00","72","82","62"
"MT000016597","LUQA, MT","2016-06-04","0.00","72","80",
"MT000016597","LUQA, MT","2016-06-05","0.00","73","82",
"MT000016597","LUQA, MT","2016-06-06",,"73","81",
"MT000016597","LUQA, MT","2016-06-07","0.00","73","82","63"
"MT000016597","LUQA, MT","2016-06-08","0.00","73","82","66"
"MT000016597","LUQA, MT","2016-06-09","0.01","71","78","65"
"MT000016597","LUQA, MT","2016-06-10","0.00","73","81",
"MT000016597","LUQA, MT","2016-06-11","0.00","72","78","65"
"MT000016597","LUQA, MT","2016-06-12","0.00","74","80","69"
"MT000016597","LUQA, MT","2016-06-13","0.00","72","78",
"MT000016597","LUQA, MT","2016-06-14","0.00","74","82","67"
"MT000016597","LUQA, MT","2016-06-15","0.00","78","85","69"
"MT000016597","LUQA, MT","2016-06-16","0.00","83","90","77"
"MT000016597","LUQA, MT","2016-06-17","0.00","82","91",
"MT000016597","LUQA, MT","2016-06-18","0.00","76","84","71"
"MT000016597","LUQA, MT","2016-06-19","0.00","75","85",
"MT000016597","LUQA, MT","2016-06-20","0.00","71","79","65"
"MT000016597","LUQA, MT","2016-06-21","0.00","73","80","64"
"MT000016597","LUQA, MT","2016-06-22","0.06","74","83",
"MT000016597","LUQA, MT","2016-06-23","0.00","74","82","66"
"MT000016597","LUQA, MT","2016-06-24","0.00","74","84",
"MT000016597","LUQA, MT","2016-06-25",,"79","88",
"MT000016597","LUQA, MT","2016-06-26","0.00","81","93","71"
"MT000016597","LUQA, MT","2016-06-27","0.00","83","97","71"
"MT000016597","LUQA, MT","2016-06-28","0.00","77","83",
"MT000016597","LUQA, MT","2016-06-29","0.00","76","86",
"MT000016597","LUQA, MT","2016-06-30","0.00","76","85","71"
"MT000016597","LUQA, MT","2016-07-01","0.00","77","83","71"
"MT000016597","LUQA, MT","2016-07-02","0.02","77","84","71"
"MT000016597","LUQA, MT","2016-07-03","0.00","81","94","69"
"MT000016597","LUQA, MT","2016-07-04","0.00","80","90","71"
"MT000016597","LUQA, MT","2016-07-05","0.00","79","89",
"MT000016597","LUQA, MT","2016-07-06","0.00","82","93","71"
"MT000016597","LUQA, MT","2016-07-07","0.00","80","87","71"
"MT000016597","LUQA, MT","2016-07-08","0.00","81","91","72"
"MT000016597","LUQA, MT","2016-07-09",,"81","94",
"MT000016597","LUQA, MT","2016-07-10","0.00","81","92",
"MT000016597","LUQA, MT","2016-07-11","0.00","83","91","75"
"MT000016597","LUQA, MT","2016-07-12","0.00","82","90","73"
"MT000016597","LUQA, MT","2016-07-13","0.00","83","92","75"
"MT000016597","LUQA, MT","2016-07-14","0.00","81","91",
"MT000016597","LUQA, MT","2016-07-15","0.00","74","80",
"MT000016597","LUQA, MT","2016-07-16","0.00","74","81","69"
"MT000016597","LUQA, MT","2016-07-17","0.00","75","82","67"
"MT000016597","LUQA, MT","2016-07-18","0.00","75","82","69"
"MT000016597","LUQA, MT","2016-07-19","0.00","80","92","67"
"MT000016597","LUQA, MT","2016-07-20","0.00","80","91","70"
"MT000016597","LUQA, MT","2016-07-21","0.00","80","89",
"MT000016597","LUQA, MT","2016-07-22","0.00","81","90","72"
"MT000016597","LUQA, MT","2016-07-23","0.00","79","89",
"MT000016597","LUQA, MT","2016-07-24","0.00","79","88",
"MT000016597","LUQA, MT","2016-07-25","0.00","78","88","72"
"MT000016597","LUQA, MT","2016-07-26","0.00","78","87","72"
"MT000016597","LUQA, MT","2016-07-27","0.00","79","90",
"MT000016597","LUQA, MT","2016-07-28",,"78","88",
"MT000016597","LUQA, MT","2016-07-29","0.00","80","91","72"
"MT000016597","LUQA, MT","2016-07-30","0.00","79","88","69"
"MT000016597","LUQA, MT","2016-07-31","0.00","80","89",
"MT000016597","LUQA, MT","2016-08-01","0.00","85","99","72"
"MT000016597","LUQA, MT","2016-08-02","0.00","82","92","74"
"MT000016597","LUQA, MT","2016-08-03","0.00","79","85",
"MT000016597","LUQA, MT","2016-08-04","0.00","79","89",
"MT000016597","LUQA, MT","2016-08-05","0.00","79","89","73"
"MT000016597","LUQA, MT","2016-08-06","0.00","79","88","75"
"MT000016597","LUQA, MT","2016-08-07","0.00","78","86","73"
"MT000016597","LUQA, MT","2016-08-08","0.00","78","86",
"MT000016597","LUQA, MT","2016-08-09","0.00","78","86",
"MT000016597","LUQA, MT","2016-08-10","0.00","79","89","72"
"MT000016597","LUQA, MT","2016-08-11","0.00","79","88",
"MT000016597","LUQA, MT","2016-08-12","0.00","77","86","71"
"MT000016597","LUQA, MT","2016-08-13","0.00","76","83",
"MT000016597","LUQA, MT","2016-08-14","0.00","77","85",
"MT000016597","LUQA, MT","2016-08-15","0.00","77","84",
"MT000016597","LUQA, MT","2016-08-16","0.00","78","88",
"MT000016597","LUQA, MT","2016-08-17","0.00","76","83","69"
"MT000016597","LUQA, MT","2016-08-18","0.00","78","86","73"
"MT000016597","LUQA, MT","2016-08-19","0.00","80","91","71"
"MT000016597","LUQA, MT","2016-08-20","0.00","81",,
"MT000016597","LUQA, MT","2016-08-21","0.00","83","95","72"
"MT000016597","LUQA, MT","2016-08-22","0.00","80","87","75"
"MT000016597","LUQA, MT","2016-08-23",,"78","85",
"MT000016597","LUQA, MT","2016-08-24","0.01","77","84","71"
"MT000016597","LUQA, MT","2016-08-25","0.00","76","83",
"MT000016597","LUQA, MT","2016-08-26","0.46","78","84","70"
"MT000016597","LUQA, MT","2016-08-27","0.00","79","86","73"
"MT000016597","LUQA, MT","2016-08-28","0.00","79","89","73"
"MT000016597","LUQA, MT","2016-08-29","0.00","80","90","73"
"MT000016597","LUQA, MT","2016-08-30","0.00","79","88","73"
"MT000016597","LUQA, MT","2016-08-31","0.00","78","85","71"
"MT000016597","LUQA, MT","2016-09-01","0.00","79",,
"MT000016597","LUQA, MT","2016-09-02","0.00","79","84",
"MT000016597","LUQA, MT","2016-09-03","0.00","80","88",
"MT000016597","LUQA, MT","2016-09-04","0.00","80","87",
"MT000016597","LUQA, MT","2016-09-05","0.00","79","84",
"MT000016597","LUQA, MT","2016-09-06","0.00","79","86",
"MT000016597","LUQA, MT","2016-09-07","0.00","75","85",
"MT000016597","LUQA, MT","2016-09-08","0.00","75","82","69"
"MT000016597","LUQA, MT","2016-09-09","0.00","77","85","72"
"MT000016597","LUQA, MT","2016-09-10","0.00","77","84","71"
"MT000016597","LUQA, MT","2016-09-11","0.00","76","83",
"MT000016597","LUQA, MT","2016-09-12","0.00","76","84",
"MT000016597","LUQA, MT","2016-09-13","0.00","76","87","70"
"MT000016597","LUQA, MT","2016-09-14","0.00","76","84","69"
"MT000016597","LUQA, MT","2016-09-15","0.00","77","85","71"
"MT000016597","LUQA, MT","2016-09-16","0.00","79","85","75"
"MT000016597","LUQA, MT","2016-09-17","0.00","77","82",
"MT000016597","LUQA, MT","2016-09-18","0.00","78","87","70"
"MT000016597","LUQA, MT","2016-09-19","0.01","75","82","69"
"MT000016597","LUQA, MT","2016-09-20","0.00","75","82","71"
"MT000016597","LUQA, MT","2016-09-21","0.00","75","82","69"
"MT000016597","LUQA, MT","2016-09-22","0.00","75","83",
"MT000016597","LUQA, MT","2016-09-23","0.00","74","81","67"
"MT000016597","LUQA, MT","2016-09-24","0.01","73","82","68"
"MT000016597","LUQA, MT","2016-09-25","0.02","70","76","67"
"MT000016597","LUQA, MT","2016-09-26","0.47","72","77",
"MT000016597","LUQA, MT","2016-09-27","0.00","72",,"64"
"MT000016597","LUQA, MT","2016-09-28","0.06","71","74",
"MT000016597","LUQA, MT","2016-09-29","0.44","74","79","68"
"MT000016597","LUQA, MT","2016-09-30","0.02","75","81",
"MT000016597","LUQA, MT","2016-10-01","0.00","75","80","71"
"MT000016597","LUQA, MT","2016-10-02","0.00","78","88",
"MT000016597","LUQA, MT","2016-10-03","0.00","76","83","71"
"MT000016597","LUQA, MT","2016-10-04","0.01","75",,"69"
"MT000016597","LUQA, MT","2016-10-05","0.00","74","82",
"MT000016597","LUQA, MT","2016-10-06","0.01","74","81","66"
"MT000016597","LUQA, MT","2016-10-07","0.00","77","86",
"MT000016597","LUQA, MT","2016-10-08","0.00","72","80","66"
"MT000016597","LUQA, MT","2016-10-09","0.00","73","80","64"
"MT000016597","LUQA, MT","2016-10-10","0.02","74","82","69"
"MT000016597","LUQA, MT","2016-10-11","0.18","71","76","67"
"MT000016597","LUQA, MT","2016-10-12","0.09","73","79","68"
"MT000016597","LUQA, MT","2016-10-13","0.00","76","82","70"
"MT000016597","LUQA, MT","2016-10-14","0.00","78","83",
"MT000016597","LUQA, MT","2016-10-15","0.00","79","86",
"MT000016597","LUQA, MT","2016-10-16","0.00","75","80","72"
"MT000016597","LUQA, MT","2016-10-17","0.00","73","78",
"MT000016597","LUQA, MT","2016-10-18","0.00","71","78","64"
"MT000016597","LUQA, MT","2016-10-19","0.00","71",,"66"
"MT000016597","LUQA, MT","2016-10-20","0.01","71","76","66"
"MT000016597","LUQA, MT","2016-10-21","0.00","76","81",
"MT000016597","LUQA, MT","2016-10-22",,"73","81",
"MT000016597","LUQA, MT","2016-10-23","0.00","74","81","66"
"MT000016597","LUQA, MT","2016-10-24","0.00","75","79",
"MT000016597","LUQA, MT","2016-10-25","0.00","73","79",
"MT000016597","LUQA, MT","2016-10-26","0.01","73",,"66"
"MT000016597","LUQA, MT","2016-10-27","0.00","72",,
"MT000016597","LUQA, MT","2016-10-28","0.17","68","74",
"MT000016597","LUQA, MT","2016-10-29","0.27","65","67","62"
"MT000016597","LUQA, MT","2016-10-30","0.13","67","71","64"
"MT000016597","LUQA, MT","2016-10-31","0.00","67","74",
"MT000016597","LUQA, MT","2016-11-01","0.06","66","72",
"MT000016597","LUQA, MT","2016-11-02","0.00","67","72","60"
"MT000016597","LUQA, MT","2016-11-03","0.03","70","76",
"MT000016597","LUQA, MT","2016-11-04","0.01","68","76",
"MT000016597","LUQA, MT","2016-11-05","0.00","69","74","62"
"MT000016597","LUQA, MT","2016-11-06","0.00","73",,
"MT000016597","LUQA, MT","2016-11-07","0.00","74",,"69"
"MT000016597","LUQA, MT","2016-11-08","0.00","73","77",
"MT000016597","LUQA, MT","2016-11-09","0.31","61","69","53"
"MT000016597","LUQA, MT","2016-11-10","0.35","65","70",
"MT000016597","LUQA, MT","2016-11-11","0.01","64","69","59"
"MT000016597","LUQA, MT","2016-11-12","0.20","65","71",
"MT000016597","LUQA, MT","2016-11-13","0.00","60","67","54"
"MT000016597","LUQA, MT","2016-11-14","0.00","64",,
"MT000016597","LUQA, MT","2016-11-15","0.00","66","70",
"MT000016597","LUQA, MT","2016-11-16","0.28","65","68","60"
"MT000016597","LUQA, MT","2016-11-17","0.05","66","71",
"MT000016597","LUQA, MT","2016-11-18","0.25","62","66","58"
"MT000016597","LUQA, MT","2016-11-19","1.05","64",,"60"
"MT000016597","LUQA, MT","2016-11-20","0.66","62",,"56"
"MT000016597","LUQA, MT","2016-11-21","0.09","63","69","57"
"MT000016597","LUQA, MT","2016-11-22","0.02","63","70","56"
"MT000016597","LUQA, MT","2016-11-23","0.00","66","71","59"
"MT000016597","LUQA, MT","2016-11-24","0.02","67","70","64"
"MT000016597","LUQA, MT","2016-11-25","0.00","69","72",
"MT000016597","LUQA, MT","2016-11-26","0.00","64","70",
"MT000016597","LUQA, MT","2016-11-27","0.02","63","71",
"MT000016597","LUQA, MT","2016-11-28","0.00","62","68","56"
"MT000016597","LUQA, MT","2016-11-29","0.06","59",,
"MT000016597","LUQA, MT","2016-11-30","0.31","54","59",
"MT000016597","LUQA, MT","2016-12-01","0.00","55","61","47"
"MT000016597","LUQA, MT","2016-12-02","0.00","58","63","54"
"MT000016597","LUQA, MT","2016-12-03","0.00","59","66","51"
"MT000016597","LUQA, MT","2016-12-04","0.10","58","67","51"
"MT000016597","LUQA, MT","2016-12-05","0.01","60","67","51"
"MT000016597","LUQA, MT","2016-12-06","0.00","64","68","60"
"MT000016597","LUQA, MT","2016-12-07","0.01","61","64","59"
"MT000016597","LUQA, MT","2016-12-08","0.13","62","64",
"MT000016597","LUQA, MT","2016-12-09","0.23","60","66",
"MT000016597","LUQA, MT","2016-12-10","0.01","60","68",
"MT000016597","LUQA, MT","2016-12-11","0.02","57","64","51"
"MT000016597","LUQA, MT","2016-12-12","0.04","60","65","55"
"MT000016597","LUQA, MT","2016-12-13","0.03","59","63",
"MT000016597","LUQA, MT","2016-12-14","0.00","57",,"50"
"MT000016597","LUQA, MT","2016-12-15","0.01","58","62",
"MT000016597","LUQA, MT","2016-12-16","0.51","58","60",
"MT000016597","LUQA, MT","2016-12-17","0.16","58","60","54"
"MT000016597","LUQA, MT","2016-12-18","0.52","58","60",
"MT000016597","LUQA, MT","2016-12-19","0.02","61",,"56"
"MT000016597","LUQA, MT","2016-12-20","0.11","62","67",
"MT000016597","LUQA, MT","2016-12-21","0.00","58",,"51"
"MT000016597","LUQA, MT","2016-12-22","0.13","57",,
"MT000016597","LUQA, MT","2016-12-23","0.12","54","61","49"
"MT000016597","LUQA, MT","2016-12-24","0.00","55",,"48"
"MT000016597","LUQA, MT","2016-12-25","0.00","57","64","51"
"MT000016597","LUQA, MT","2016-12-26","0.01","57","64","52"
"MT000016597","LUQA, MT","2016-12-27","0.01","58","64","52"
"MT000016597","LUQA, MT","2016-12-28","0.01","57","62","52"
"MT000016597","LUQA, MT","2016-12-29","0.00","53","57","46"
"MT000016597","LUQA, MT","2016-12-30","0.00","49","53","46"
"MT000016597","LUQA, MT","2016-12-31","0.04","48","54",
"MT000016597","LUQA, MT","2017-01-01","0.14","47",,"41"
"MT000016597","LUQA, MT","2017-01-02","0.01","51","60","41"
"MT000016597","LUQA, MT","2017-01-03","0.00","55","60","48"
"MT000016597","LUQA, MT","2017-01-04","0.01","57","61","53"
"MT000016597","LUQA, MT","2017-01-05","0.07","56","61",
"MT000016597","LUQA, MT","2017-01-06","0.02","46","56",
"MT000016597","LUQA, MT","2017-01-07","0.06","45","50","40"
"MT000016597","LUQA, MT","2017-01-08","0.00","47","53","42"
"MT000016597","LUQA, MT","2017-01-09","0.02","47","52","44"
"MT000016597","LUQA, MT","2017-01-10","0.00","50","56","42"
"MT000016597","LUQA, MT","2017-01-11","0.00","55",,
"MT000016597","LUQA, MT","2017-01-12","0.00","52","60","43"
"MT000016597","LUQA, MT","2017-01-13","0.03","54","61","44"
"MT000016597","LUQA, MT","2017-01-14","0.05","54","58",
"MT000016597","LUQA, MT","2017-01-15","0.12","49",,"46"
"MT000016597","LUQA, MT","2017-01-16","0.22","51",,
"MT000016597","LUQA, MT","2017-01-17","0.05","51","54","46"
"MT000016597","LUQA, MT","2017-01-18","0.15","52","56","45"
"MT000016597","LUQA, MT","2017-01-19","0.12","53","59",
"MT000016597","LUQA, MT","2017-01-20","0.03","55","61","44"
"MT000016597","LUQA, MT","2017-01-21","0.00","59",,"57"
"MT000016597","LUQA, MT","2017-01-22","0.07","58","61",
"MT000016597","LUQA, MT","2017-01-23","0.12","54","60","48"
"MT000016597","LUQA, MT","2017-01-24","0.00","53","60",
"MT000016597","LUQA, MT","2017-01-25","0.02","53","60",
"MT000016597","LUQA, MT","2017-01-26","0.09","52","60","46"
"MT000016597","LUQA, MT","2017-01-27","0.00","54","60","45"
"MT000016597","LUQA, MT","2017-01-28","0.00","57","61",
"MT000016597","LUQA, MT","2017-01-29","0.91","51","57",
"MT000016597","LUQA, MT","2017-01-30","0.40","52","59","47"
"MT000016597","LUQA, MT","2017-01-31","0.07","53","60",
"MT000016597","LUQA, MT","2017-02-01","0.01","56","61","47"
"MT000016597","LUQA, MT","2017-02-02","0.00","58",,"55"
"MT000016597","LUQA, MT","2017-02-03","0.00","59","63",
"MT000016597","LUQA, MT","2017-02-04","0.01","58","65","48"
"MT000016597","LUQA, MT","2017-02-05","0.02","59",,"55"
"MT000016597","LUQA, MT","2017-02-06","0.00","55","63",
"MT000016597","LUQA, MT","2017-02-07","0.46","53","59","49"
"MT000016597","LUQA, MT","2017-02-08","0.37","54","61","46"
"MT000016597","LUQA, MT","2017-02-09","0.90","55","58","48"
"MT000016597","LUQA, MT","2017-02-10","0.34","52","57",
"MT000016597","LUQA, MT","2017-02-11","0.00","54","62","47"
"MT000016597","LUQA, MT","2017-02-12","0.02","55","62","48"
"MT000016597","LUQA, MT","2017-02-13","0.01","57","63","51"
"MT000016597","LUQA, MT","2017-02-14","0.00","57","61",
"MT000016597","LUQA, MT","2017-02-15","0.00","54","59",
"MT000016597","LUQA, MT","2017-02-16","0.00","52","60",
"MT000016597","LUQA, MT","2017-02-17","0.04","53",,"44"
"MT000016597","LUQA, MT","2017-02-18","0.00","57","63","49"
"MT000016597","LUQA, MT","2017-02-19","0.01","57","63","52"
"MT000016597","LUQA, MT","2017-02-20","0.00","56","61",
"MT000016597","LUQA, MT","2017-02-21","0.00","54","59",
"MT000016597","LUQA, MT","2017-02-22","0.00","55","61","48"
"MT000016597","LUQA, MT","2017-02-23","0.00","56","63","51"
"MT000016597","LUQA, MT","2017-02-24","0.02","60",,"51"
"MT000016597","LUQA, MT","2017-02-25","0.00","61","66",
"MT000016597","LUQA, MT","2017-02-26","0.00","58","64",
"MT000016597","LUQA, MT","2017-02-27","0.34","59","64","54"
"MT000016597","LUQA, MT","2017-02-28","0.01","59","65",
"MT000016597","LUQA, MT","2017-03-01","0.01","58","66",
"MT000016597","LUQA, MT","2017-03-02","0.01","55","64","47"
"MT000016597","LUQA, MT","2017-03-03","0.01","57","65","50"
"MT000016597","LUQA, MT","2017-03-04","0.00","58","65","54"
"MT000016597","LUQA, MT","2017-03-05","0.00","59","65",
"MT000016597","LUQA, MT","2017-03-06","0.00","58","63","53"
"MT000016597","LUQA, MT","2017-03-07","0.01","58","63","52"
"MT000016597","LUQA, MT","2017-03-08","0.24","56",,
"MT000016597","LUQA, MT","2017-03-09","0.01","58","65",
"MT000016597","LUQA, MT","2017-03-10","0.00","58","65","53"
"MT000016597","LUQA, MT","2017-03-11","0.00","57","63",
"MT000016597","LUQA, MT","2017-03-12","0.00","55","63","47"
"MT000016597","LUQA, MT","2017-03-13","0.00","57","64","47"
"MT000016597","LUQA, MT","2017-03-14","0.00","56","62",
"MT000016597","LUQA, MT","2017-03-15","0.00","55","60","50"
"MT000016597","LUQA, MT","2017-03-16","0.00","57","62","54"
"MT000016597","LUQA, MT","2017-03-17","0.01","58","65",
"MT000016597","LUQA, MT","2017-03-18","0.00","58","65","51"
"MT000016597","LUQA, MT","2017-03-19","0.00","59","69",
"MT000016597","LUQA, MT","2017-03-20","0.01","58","69","49"
"MT000016597","LUQA, MT","2017-03-21","0.00","58","60","54"
"MT000016597","LUQA, MT","2017-03-22","0.54","60","64","54"
"MT000016597","LUQA, MT","2017-03-23","0.01","59","67","51"
"MT000016597","LUQA, MT","2017-03-24","0.01","58","66","51"
"MT000016597","LUQA, MT","2017-03-25","0.01","60","65","55"
"MT000016597","LUQA, MT","2017-03-26","0.00","59","66","53"
"MT000016597","LUQA, MT","2017-03-27","0.01","60","67",
"MT000016597","LUQA, MT","2017-03-28","0.01","57",,
"MT000016597","LUQA, MT","2017-03-29","0.04","56","63",
"MT000016597","LUQA, MT","2017-03-30","0.03","59","69","51"
"MT000016597","LUQA, MT","2017-03-31","0.00","61","73",
"MT000016597","LUQA, MT","2017-04-01","0.00","61","67","51"
"MT000016597","LUQA, MT","2017-04-02","0.00","59","66",
"MT000016597","LUQA, MT","2017-04-03","0.00","59","64","53"
"MT000016597","LUQA, MT","2017-04-04","0.00","58","63",
"MT000016597","LUQA, MT","2017-04-05","0.16","59","68","52"
"MT000016597","LUQA, MT","2017-04-06","0.01","60","69","54"
"MT000016597","LUQA, MT","2017-04-07","0.01","58","63",
"MT000016597","LUQA, MT","2017-04-08","0.02","60","66","55"
"MT000016597","LUQA, MT","2017-04-09","0.00","61","66","58"
"MT000016597","LUQA, MT","2017-04-10","0.09","60","65",
"MT000016597","LUQA, MT","2017-04-11","0.00","60","69","51"
"MT000016597","LUQA, MT","2017-04-12","0.01","61","70","55"
"MT000016597","LUQA, MT","2017-04-13","0.01","63","74","54"
"MT000016597","LUQA, MT","2017-04-14","0.01","62","71",
"MT000016597","LUQA, MT","2017-04-15","0.00","65","76","56"
"MT000016597","LUQA, MT","2017-04-16","0.00","63","74","58"
"MT000016597","LUQA, MT","2017-04-17","0.03","62","70","58"
"MT000016597","LUQA, MT","2017-04-18","0.00","63","71",
"MT000016597","LUQA, MT","2017-04-19","0.00","63","71","56"
"MT000016597","LUQA, MT","2017-04-20","0.00","58","61","56"
"MT000016597","LUQA, MT","2017-04-21","0.06","57","61",
"MT000016597","LUQA, MT","2017-04-22","0.11","56","64","48"
"MT000016597","LUQA, MT","2017-04-23","0.00","58","66","51"
"MT000016597","LUQA, MT","2017-04-24","0.00","59","68",
"MT000016597","LUQA, MT","2017-04-25","0.00","62","67",
"MT000016597","LUQA, MT","2017-04-26","0.00","65","72","60"
"MT000016597","LUQA, MT","2017-04-27","0.01","65","72","60"
"MT000016597","LUQA, MT","2017-04-28","0.01","65","74","59"
"MT000016597","LUQA, MT","2017-04-29","0.00","66","76",
"MT000016597","LUQA, MT","2017-04-30","0.00","63","71",
"MT000016597","LUQA, MT","2017-05-01","0.00","64","72","55"
"MT000016597","LUQA, MT","2017-05-02","0.00","66","76",
"MT000016597","LUQA, MT","2017-05-03","0.00","65","77","56"
"MT000016597","LUQA, MT","2017-05-04","0.00","67","76","56"
"MT000016597","LUQA, MT","2017-05-05","0.00","69","76","64"
"MT000016597","LUQA, MT","2017-05-06","0.00","71","80",
"MT000016597","LUQA, MT","2017-05-07","0.00","69","81","61"
"MT000016597","LUQA, MT","2017-05-08","0.01","66","75","60"
"MT000016597","LUQA, MT","2017-05-09","0.00","64","72",
"MT000016597","LUQA, MT","2017-05-10","0.00","65","74","55"
"MT000016597","LUQA, MT","2017-05-11","0.00","72","78","64"
"MT000016597","LUQA, MT","2017-05-12","0.00","78",,
